CODERESP;SECURITYID;BIRTHYEARR;control1;control3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1_07;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;IMPORTANCE1;VOTE2;VOTE2A;VOTE2B;VOTE2C;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;IMPORTANCE2;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_13;TRUST_16;TRUST_23;TRUST_29;TRUST_31;TRUST_63;LRSP;VALUE1;VALUE3;VALUE4;VALUE8;VALUE9;VALUE10;VALUE12;VALUE13;VALUE16;VALUE17;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;ZUSATZ1_1;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;ZUSATZ2_1;ZUSATZ2_2;ZUSATZ3;MEDEREI_1;MEDEREI_2;MEDEREI_3;ZUSATZ4;ZUSATZ5;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2
10057;20240922.48024.242;1991;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;0;0;1;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;10;10;5;5;3;10;5;5;5;5;7;8;5;5;5;8;5;3;1;1;4;3;3;2;2;3;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;1;1;2;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;1;2;1;1;2;32;3;99999998;32;10;1;8;99999998;99999998;6;1;1;1,50332427776331;1,5151039959102
10058;20240922.30411.242;1978;99999998;99999998; ;2;2;2;0;0;0;0;0;0;1;0;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;98;3;3;5;7;5;4;4;4;5;2;4;5;5;4;6;3;2;3;3;1;3;4;3;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;1;1;3;2;1;98;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;3;1;1;2;99999998;99999998;51;3;99999998;32;10;1;1;99999998;99999998;15;1;2;1,30268465421806;1,31289220443724
10059;20240922.49934.242;1986;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;6;5;98;4;5;6;5;6;6;5;6;6;4;5;5;5;3;4;3;4;3;1;4;2;4;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;98;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;1;1;1;1;2;97;3;99999998;33;22;1;2;51;3;7;1;1;1,46987945448821;1,48139710636139
10060;20240922.41597.242;1975;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;3;1;4;99999998;99999998;"Sicherung der beruflichen Vorsorge; Anpassung der Renten an aktuelle Verhältnisse habe bedauert, dass bestehende Renten nicht nach neuem Berechnungsmodell überprüft worden wären";36;35; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;10;8;8;6;8;4;9;8;0;5;3;7;4;5;0;3;5;7;3;4;4;4;2;4;2;3;2;3;1;1;2;3;3;3;2;1;3;1;1;1;1;2;4;4;4;2;4;2;98;1;1;4;1;1;10;0;10;8;0;0;0;10;0;5;8;0;0;0;0;5;0;0;0;0;8;0;8;2;1;10;3;1;1;1;2;2;51;3;99999998;32;10;2;1;99999998;99999998;15;1;1;,798279353723308;,665522317275462
10061;20240922.38633.242;1967;99999998;99999998; ;1;3;2;0;0;0;0;0;0;0;0;0;1;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;8;7;5;4;5;6;6;6;7;6;5;5;6;6;6;6;98;3;2;2;2;1;3;5;3;4;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;1;8;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;1;1;1;2;4;32;3;99999998;32;10;1;1;99999998;99999998;11;1;2;2,23751954489927;2,25505225555721
10063;20240922.43567.242;1960;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;"Die Biodiversität ist in vielerlei Hinsicht stark gefährdet: Monokulturen, trockenlegen der Moorlandschaften, ""sterile"" Gärten,  Einsatz von chemischen Insektiziden, fragwürdiger Lebensmittelkonsum der Bevölkerung, Anbau von nicht einheimischen Pflanzen, Zunahme des Individualverkehrs, ""zubetonieren"" der Landschaft usw. ... , könnte noch vieles anfügen.  Gehöre zur Boomergeneration und muss zu meinem Bedauern  feststellen, dass die Artenvielfalt in Fauna und Flora sehr stark abgenommen hat. Jeder Einzelne hat es in der Hand, vieles zu verändern - besser Gestern als Heute.";33;22;53;42;21; ; ;Unsere Regierung hat den guten Ansatz zu einer besseren Biodiversität - wir Bürger haben darüber abgestimmt -  nach Jahren des herummauschelns sang- und klanglos versenkt. Die fehlende Transparenz beim Informationsfluss des BR.;42;15;90; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Die Senkung des BVG-pflichtigen Lohnes ist einfach zu gering. Alle die im Niedriglohnsegment arbeiten, sollten die Möglichkeit für Einlagen in die BVG haben.;35; ; ; ; ; ;Die extrem hohen Verdienste der Pensionskassen. Ich hätte mich beim Eintritt ins Berufsleben für eine alternative Sparmöglichkeit entschieden.;32;46; ; ;10;4;2;1;5;2;10;5;5;4;8;3;5;6;4;10;5;5;5;4;4;1;1;5;4;8;5;2;1;1;1;1;1;4;4;4;4;1;2;4;1;4;2;1;3;2;1;4;1;1;1;2;1;1;0;0;2;2;0;0;0;10;10;0;0;0;0;0;10;0;5;0;0;0;7;5;5;5;1;9;16;1;2;2;99999998;99999998;32;3;99999998;33;22;1;8;99999998;99999998;3;2;1;,680996289616659;,871519719851154
10064;20240922.46417.242;1994;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Da die Bauern schon ein grossen Teil für die Biodiversität beitragen. Und dass nicht noch mehr Fläche für tägliche Güter nicht genutzt werden können.;31;56; ; ; ; ;99; ; ; ; ;7;8;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;5;6;5;5;4;5;7;6;6;6;5;6;6;6;4;6;98;7;4;3;3;4;3;4;2;1;4;3;1;2;3;3;2;2;1;1;4;2;2;2;2;3;2;3;3;2;3;3;2;2;2;8;8;1;0;0;0;0;0;0;0;7;0;5;6;4;10;10;0;5;7;3;5;5;5;5;98;4;1;9;1;1;1;1;2;2;51;3;99999998;32;10;1;3;99999998;99999998;10;2;1;,711258490484067;,624191903610483
10065;20240922.43549.242;1990;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;3;4;5;2;4;6;5;5;5;4;4;5;5;5;4;5;5;3;3;5;3;2;2;4;2;3;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;2;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;4;1;1;2;99999998;99999998;52;3;99999998;33;21;3;4;51;3;6;3;1;1,1906815245528;1,20001144290069
10067;20240922.42848.242;1972;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;5;2;99999998;3;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;6;7;7;6;5;7;4;6;8;7;6;6;6;6;6;4;6;6;4;3;3;4;2;2;4;3;4;3;2;1;3;8;2;3;3;2;3;1;1;3;3;3;1;2;3;2;2;2;2;2;2;8;2;2;0;4;9;9;0;0;0;5;98;0;3;7;0;0;0;0;4;0;0;5;2;2;7;4;1;7;1;1;1;1;2;2;52;3;99999998;33;21;2;3;99999998;99999998;10;1;2;,898985714779095;,809813740369349
10068;20240922.40272.242;1977;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;In meinem Umfeld gibt es einige Menschen die in der Landwirtschaft arbeiten. Ich habe mich dort informiert, was es für sie bedeuten würde. Deren Meinung war sehr eindeutig und gut begründet.;94;22; ; ; ; ;99; ; ; ; ;8;1;4;99999998;99999998;Wir werden immer älter und es ist nicht richtig, die Kosten dafür den Jungen anzuhängen. Die Rechnung geht einfach nicht auf und da ist eine Korrektur von Zeit zu Zeit nötig.;44;34; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;10;9;6;6;5;6;9;9;4;6;5;6;6;5;4;9;6;7;5;3;4;5;4;5;1;1;4;4;1;1;4;3;2;2;2;1;3;1;1;1;1;2;4;4;4;4;4;2;98;1;98;4;1;2;7;2;0;7;4;1;1;0;1;5;0;0;0;0;0;0;0;0;0;0;7;98;10;3;1;10;1;1;1;1;1;4;60;3;99999998;33;10;1;3;99999998;99999998;14;1;2;1,17740184894819;,981595231320505
10073;20240922.45531.242;1988;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;3;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Mutmasslich weniger ausgezahlte Direktzahlungen;41;43; ; ; ; ;99; ; ; ; ;8;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Weniger Rente für uns;31; ; ; ; ; ;Bereicherung der Kassen muss verhindert werden. Schon zu viel Geld fliesst in die Verwaltung.;33;46; ; ;10;7;5;6;6;5;9;5;7;5;5;4;5;10;5;5;5;8;6;4;4;5;1;3;1;1;3;6;1;2;4;1;2;4;2;2;3;2;2;3;4;2;1;1;2;1;1;8;1;1;98;3;1;3;8;7;0;8;0;0;0;5;0;3;5;0;0;5;0;8;3;5;0;4;8;0;10;4;1;8;1;1;1;1;2;3;51;3;99999998;32;10;1;3;99999998;99999998;12;1;1;,572891645122574;,516065515097827
10074;20240922.38451.242;1939;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;4;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Übertrieben. Die Bauern versuchen jetzt schon alles, um die Biodiversität zu erhöhen. Initiative war kontraproduktiv.;52;31;13; ; ; ;99; ; ; ; ;6;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;unklar, wer überhaupt profitiert.;52;53; ; ; ; ;Die Finanzierung ist nicht geklärt, zu viele Verlierer;53; ; ; ;5;6;7;2;5;5;8;7;4;5;2;5;6;2;5;4;3;5;1;6;5;6;2;6;1;5;1;6;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;1;2;3;2;1;1;2;1;3;2;5;5;10;2;6;5;9;6;98;98;0;0;0;1;2;98;5;2;98;5;98;9;2;1;10;4;2;2;2;99999998;99999998;60;7;3;32;10;1;1;99999998;99999998;5;1;2;,748933896769479;,674645826136755
10075;20240922.40964.242;1959;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998;Die Biodiversität und damit die verschiedenen Lebewesen sind die Grundlage für die Funktionalität der Natur oder auch unserer Landwirtschaft.;31;33; ; ; ; ; ;Das absolut Sichtbare Zeichen von extrem weniger Insekten an der Windschutzscheibe des Fahrzeuges stimmt bedenklich. Es zeigt auch, dass es im Vergleich zu früheren Jahren extrem abgenommen und damt das Anliegen der Initianten berechtigt ist.;16;22; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Mit der Vorlage wurde nur bei den Zahlenden gespart und nicht bei den daran Verdienenden. Mehr zahlen und weniger erhalten.;31;46; ; ; ; ;- Die eidgenössischen Räte haben den vorher ausgehandelten Kompromiss von Wirtschaft und Arbeitnehmern (Gewerkschaften) ignoriert. Bei dem war auch nicht alles gut aber eben ein Kompromiss mit dem die Mehrheit leben konnte. Die Vorlage an der Abstimmung;42;43;13; ;10;8;5;4;5;5;8;6;6;5;6;7;5;5;5;8;5;4;2;2;2;4;1;2;5;4;4;1;1;1;2;1;1;3;2;3;2;2;2;2;1;2;2;1;3;1;2;3;1;1;1;3;1;3;6;2;0;6;2;0;2;6;5;6;0;0;2;6;5;0;5;0;0;6;6;0;6;2;1;9;9;1;1;1;2;9;51;3;99999998;32;10;2;1;99999998;99999998;10;1;2;1,25973588942743;1,61217423087319
10076;20240922.36415.242;1963;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;1;2;99999998;99999998;Schutz der Natur;32; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;8;1;4;99999998;99999998;Kleine/niedrige EInkommen dem BVG zu unterstellen;43; ; ; ;mehrere Teilzeitsteller nicht dem BVG unterstellt;42; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;9;6;6;5;2;3;5;4;3;3;2;2;3;2;2;5;4;7;4;3;2;4;2;5;1;2;9;9;8;8;2;2;1;2;3;2;2;2;1;3;1;3;1;2;2;3;2;3;1;1;1;2;1;1;3;1;3;6;1;2;0;3;6;3;3;2;2;5;6;4;4;3;2;4;3;5;4;2;1;8;1;1;1;1;2;4;32;3;99999998;33;10;2;1;99999998;99999998;7;2;2;,409804585744952;,485383112575367
10078;20240922.31515.242;1945;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Zu restriktiv, wir haben bereits genügend Vorschriften;51;32; ; ; ; ;99; ; ; ; ;98;1;4;99999998;99999998;Empfehlung des Bundesrates und des Parlaments haben überzeugt;95; ; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;6;7;5;5;4;6;8;5;3;8;5;6;5;3;1;5;8;7;3;4;5;4;4;5;3;1;5;3;1;1;3;3;3;2;2;1;2;2;2;2;2;2;3;2;2;1;2;2;2;1;1;3;8;2;7;6;6;8;4;4;2;0;2;2;98;0;0;0;0;0;0;2;0;0;5;6;9;3;1;98;99999998;9;8;8;99999998;99999998;51;7;3;32;10;1;1;99999998;99999998;7;2;2;1,6635286386297;1,3868771994054
10080;20240922.46036.242;1962;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;2;4;3;1;4;7;3;4;4;3;7;7;3;5;2;5;98;9;8;2;5;2;8;2;8;3;4;1;2;3;3;3;2;3;2;3;8;3;3;1;8;2;1;8;8;3;4;98;1;98;3;8;3;6;1;4;8;1;1;1;5;1;1;1;0;0;0;2;2;2;4;1;1;2;0;7;3;1;7;16;1;2;1;2;9;32;3;99999998;33;23;1;2;32;3;98;2;1;,52176513283646;,470010331499463
10081;20240922.36151.242;1956;99999998;99999998; ;2;2;2;1;0;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;9;98;8;5;8;8;8;8;9;7;8;8;10;10;5;8;6;6;1;1;6;1;2;1;1;5;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;1;1;2;1;1;4;32;8;7;99999998;21;99999998;8;99999998;99999998;4;2;1;3,01475896056334;3,03838194820583
10082;20240922.45288.242;1964;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Es wird bereits viel für die Biodiversität gemacht;31; ; ; ; ; ;99; ; ; ; ;7;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Dem Bürger werden hpöhere Kosten auferlegt;31; ; ; ; ; ; ;99; ; ; ;7;5;6;4;4;5;7;6;6;6;4;6;6;4;5;4;5;5;4;4;3;1;1;5;1;2;2;2;2;2;2;3;2;2;2;1;2;1;1;2;1;2;1;1;2;2;1;3;98;1;98;1;2;2;2;1;0;10;6;0;0;5;0;2;1;0;1;0;0;2;1;0;0;0;6;5;8;4;1;10;3;1;1;1;2;9;51;3;99999998;31;10;1;8;99999998;99999998;10;1;1;,524039428141443;,472059035452546
10083;20240922.47352.242;1980;99999998;99999998; ;1;4;2;0;0;0;0;0;0;0;0;0;1;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;1;1;9;6;1;1;1;9;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;2;2;1;2;1;32;3;99999998;32;10;1;1;99999998;99999998;5;1;1;1,68562086988878;1,69882902400664
10084;20240922.42183.242;1972;99999998;99999998; ;2;3;2;0;0;1;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;9;2;2;3;1;4;1;2;6;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;9;8;8;99999998;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;2,43418769423415;2,45326145322205
10091;20240922.40169.242;1974;99999998;99999998; ;2;3;2;0;1;0;0;0;0;0;1;0;0;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;4;5;5;5;5;5;5;0;5;7;0;5;0;5;98;3;4;3;4;2;4;2;6;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;18;1;1;1;2;2;32;3;99999998;33;22;2;2;32;3;8;2;1;2,43418769423415;2,45326145322205
10092;20240922.34115.242;1956;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;4;1;2;99999998;99999998;das Bewusstsein etwas Wichtiges für die Zukunft vorzubereiten.;12;31;14; ; ; ; ;klarere zusätzliche Forderungen, Argumente der Gegner zogen nicht mehr.;15; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;8;2;99999998;3;99999998; ;99998; ; ; ; ;99998; ; ; ; ;die Argumente zur Besserstellung der Frauen und der Menschen mit kleinerem Einkommen haben mich nicht überzeugt.;42;41; ; ; ; ;Die Pensionskassen könnten effizienter arbeiten, es liegt viel Geld bei den Pensionskassen, die Berechnungen sind nicht glaubwürdig und auch schwer zu erraten.;32;53;55; ;5;6;6;5;5;5;8;6;7;5;7;6;5;4;9;8;6;5;1;2;2;4;1;3;6;2;2;2;2;2;1;2;1;2;3;3;2;2;2;2;1;3;2;1;3;1;3;3;1;1;1;2;1;2;9;9;5;9;8;8;1;8;8;9;0;0;1;0;6;6;5;8;2;4;9;6;8;2;1;10;4;1;1;1;2;2;51;7;3;32;10;1;1;99999998;99999998;11;1;2;,942859640034242;1,20664500213967
10094;20240922.37728.242;1962;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;15;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;1;1;4;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;7;98;0;2;1;98;0;0;0;0;0;0;10;5;3;0;2;4;1;2;1;2;2;6;6;8;6;3;2;3;3;2;1;1;1;1;2;1;1;4;4;4;1;4;3;1;1;3;98;2;2;1;3;1;2;8;0;2;0;0;1;8;1;0;0;3;1;0;0;1;1;0;0;1;0;0;1;4;1;98;18;1;1;2;99999998;99999998;10;5;2;99999998;10;99999998;1;99999998;99999998;1;2;1;1,30684557321513;1,08951194860637
