CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_30;TRUST_33;TRUST_34;TRUST_38;TRUST_39;TRUST_40;TRUST_41;TRUST_42;LRSP;VALUE4;VALUE7;VALUE8;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;VACC;PFLEGE1;PFLEGE2_1;PFLEGE2_2;JUSTI_1;JUSTI_2;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
10041;20211128.79685.212;1963;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;10;Il mio lavoro;14; ; ; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;7; ;99999998; ; ; ; ;99999998; ; ;va bene lo stato attuale;21; ; ; ;98; ; ;1;4;99999998;99999998;10;il mio lavoro;16; ; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ; ;9;8;5;5;5;9;7;6;6;4;7;8;4;9;10;7;2;7;5;1;4;4;2;1;1;1;1;1;3;2;4;1;2;3;3;3;2;3;2;1;1;1;3;1;4;4;4;1;1;3;1;1;2;4;3;3;3;8;8;8;9;3;3;3;7;3;8;10;8;3;3;3;5;2;4;5;2;5;2;8;1;1;10;19;1;1;2;1;5;51;3;99999998;33;10;1;1;99999998;99999998;7;2;2;0.129487996;0.083237308;0.088802086
10042;20211128.80631.212;1997;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;99;1;8;99999998;99999998;98; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;9;9;3;9;8;8;2;2;1;8;8;8;1;1;8;8;8;8;8;8;1;1;1;8;1;4;3;4;8;8;8;1;4;8;8;8;8;1;98;98;98;5;98;98;0;98;98;98;98;98;5;98;98;98;7;98;98;98;98;98;7;8;1;98;18;1;1;9;1;9;32;3;99999998;33;10;8;8;99999998;99999998;98;8;8;0.749575576;0.806469314;0.701890414
10043;20211128.77062.212;1996;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;4; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;2;Entflechtung von Politik und Recht;32; ; ; ;In Erwartung dass soe abgelehnt wird, den ja-Anteil erhöhen;12;14; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;8;Unterstützung der Pandemiemassnahmen und in dem Sinne der Gesundheit der Bevölkerung.;20;30; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;8;5;2;6;7;10;4;3;3;8;5;7;0;9;8;7;0;10;5;2;1;1;8;1;3;2;2;1;2;4;3;2;2;1;2;2;3;4;1;1;1;2;1;1;4;4;4;3;1;3;1;6;2;3;3;4;1;10;3;2;8;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;8;0;10;2;1;10;2;1;1; ;2;99999998;52;3;99999998;33;10;1;1;99999998;99999998;8;1;1;1.25027218;1.481955384;0.857429118
10044;20211128.85493.212;1965;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;4;1;4;99999998;99999998;10;Tochter arbeitet in der Pflege;15; ; ; ;gute Arbeit soll gut belohnt werden;55; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ;das Leben ist kein Würfelspiel;31; ; ; ;99; ; ;1;3;99999998;99999998;8;irgenwie müssen wir die Pandemie in Griff bekommen;33; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;7;7;6;5;7;8;5;8;8;5;8;8;7;9;10;7;5;5;5;2;2;3;5;1;1;1;1;1;2;2;3;8;2;2;2;3;2;2;2;1;1;2;3;2;2;3;2;1;1;3;1;2;3;3;3;3;3;9;0;5;7;0;6;3;6;6;3;2;6;0;0;6;3;0;3;2;2;7;3;8;3;1;10;4;1;1;2;1;5;32;3;99999998;32;10;1;1;99999998;99999998;7;1;2;0.507784599;0.47563797;0.469070756
10045;20211128.74332.212;1970;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;9;2;99999998;3;99999998;7; ;99999998; ; ; ; ;99999998; ; ;Der Bundesrat hatte einen besseren Vorschlag;41; ; ;es wurde zu viel gefordert;43; ; ;2;99999998;2;99999998;2; ;99999998; ; ; ; ;99999998; ; ;Die zur Verfügung stehenden Personen für das Gericht wurden bereits vom Volk bei den Wahlen gewählt;21; ; ; ;99; ; ;1;4;99999998;99999998;2;Damit die Gültigkeit für das Zertifikat bestehen bleibt;26; ; ;Dieses Gesetz wurde schon einmal angenommen;17; ; ; ;99999998; ; ; ;99999998; ; ; ;7;7;5;7;1;7;7;3;4;7;7;8;5;7;8;6;5;4;5;2;3;2;3;2;3;1;1;1;1;2;3;2;3;3;3;3;1;1;1;2;1;1;1;1;4;2;4;2;1;3;1;4;2;2;2;4;3;0;0;2;7;5;0;6;8;0;5;1;0;0;0;0;4;0;0;0;0;7;0;8;2;1;7;9;1;1;1;1;2;40;3;99999998;33;22;1;2;52;3;8;1;1;1.129051228;1.038842571;0.904130671
10046;20211128.89707.212;1970;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;16;1;8;99999998;99999998;98;Les infirmiers travaillent beaucoup, ont des horaires irréguliers, beaucoup de responsabilités et sont trop peu rémunérés pour leur travail.;51;53;55; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;3;99999998;99999998;8;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;8;99999998;0; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;8;8;98;8;98;98;98;98;98;98;98;98;98;98;8;98;98;98;98;9;9;6;2;1;3;8;1;8;8;8;8;2;3;8;8;8;8;8;4;2;3;8;8;8;8;8;8;2;8;8;1;5;8;8;8;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;98;98;98;98;98;98;98;98;4;2;8;16;1;2;1;1;4;21;3;99999998;33;21;2;2;22;3;8;2;1;0.224338994;0.212103886;0.222375203
10048;20211128.73764.212;1959;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;2;99999998;6; ;99999998; ; ; ; ;99999998; ; ;Les hôpitaux etait cantonaux pour quoi donnes cette cométence au fédéral;51; ; ; ;99; ; ;2;99999998;8;99999998;7; ;99999998; ; ; ; ;99999998; ; ;Tirage au sort;30; ; ; ;99; ; ;1;4;99999998;99999998;10;Solidarité. Si on attrape la covid, la réaction est moins forte;44; ; ;Retrouver une vie sociale plus agréable;26; ; ; ;99999998; ; ; ;99999998; ; ; ;7;5;4;2;2;4;3;3;4;98;5;8;0;7;7;5;0;7;7;1;5;5;2;8;3;2;2;1;8;2;8;8;1;4;8;2;8;2;2;1;1;1;4;1;4;4;4;2;1;3;1;4;8;8;4;4;2;1;5;5;7;1;2;2;1;3;1;1;0;0;5;0;5;1;1;1;1;1;1;7;4;2;10;1;1;1; ;8;99999998;32;98;99999998;99999998;98;99999998;2;33;3;8;2;2;0.546628009;0.597376174;0.587610848
10051;20211128.87165.212;1963;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998;8; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ; ;99999998; ; ;Keine Gerechtigkeit in Verteilung betr diversität;35; ; ; ;99; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;10;8;5;5;8;10;7;5;5;8;10;8;0;8;8;3;1;9;4;3;3;1;4;1;1;1;1;1;3;4;3;1;1;3;3;4;3;2;1;1;1;1;4;1;4;4;4;2;1;3;1;6;1;4;4;4;3;7;7;0;7;0;0;5;0;0;8;0;6;0;10;0;5;5;5;0;0;7;3;7;2;1;10;2;1;1; ;2;99999998;52;1;99999998;11;10;1;3;99999998;99999998;15;1;2;0.454500023;0.354988565;0.35007823
10055;20211128.78453.212;1996;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;10;ich arbeite seit Jahren in der Pflege, es ist Zeit, viele Sachen zu ändern.;14; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;98; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;98;Ich finde es sehr wichtig, dass in einer Pandemie Regel gibt und das Volk sich gegenseitig schützt. Nur so können wir die Pandemie bewältigen.;37; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;5;5;5;5;5;5;5;5;98;5;5;5;5;5;5;5;5;3;3;5;3;1;1;8;1;1;8;1;4;2;3;2;3;3;3;2;2;1;2;2;2;3;8;8;3;3;2;8;2;4;8;2;2;2;3;8;8;8;8;1;1;8;8;8;8;8;8;8;8;8;10;10;10;98;98;10;10;10;2;1;98;99999998;1;1; ;2;99999998;32;4;99999998;99999998;10;99999998;1;99999998;99999998;1;3;1;1.181018527;1.196158889;1.105886598
10056;20211128.89043.212;1984;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;8; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ; ;99999998; ; ;Selon le système actuelle marche bien, donc pas de raison pour de faire des tirages au sort.;21; ; ; ;99; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;10;10;9;5;8;6;9;7;8;8;7;9;10;8;8;9;7;10;98;8;6;2;2;1;2;2;2;2;8;2;2;1;2;8;4;4;1;2;2;1;1;1;8;1;3;8;3;3;1;8;1;6;4;2;8;8;3;5;5;10;10;10;10;5;5;0;5;5;0;5;0;5;3;2;1;1;1;5;2;10;2;1;10;2;2;2;2;1;6;33;3;99999998;98;10;8;2;52;3;12;2;1;0.361534592;0.49821534;0.395648843
10059;20211128.82433.212;1984;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;10;Meine Frau arbeitet in der Pflege;15; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;5;Unabhängige Richter zu haben;30; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Der falsche ansatz zur Bekämpfung der Pandemie;20; ; ; ;99; ; ; ;0;5;8;0;0;7;0;5;4;0;0;0;5;0;10;5;3;8;10;6;8;4;3;1;1;2;1;1;2;4;4;1;1;2;1;2;3;2;3;1;1;4;3;4;1;1;1;1;1;3;5;2;1;3;3;3;3;0;3;6;0;6;0;10;5;0;4;0;0;5;0;6;5;1;0;0;5;1;0;2;1;1;10;1;1;2; ;2;99999998;51;3;99999998;32;10;1;1;99999998;99999998;7;1;1;0.783182467;0.79322267;1.048263243
10062;20211128.76493.212;1981;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;5;2;99999998;2;99999998;3; ;99999998; ; ; ; ;99999998; ; ;en faveur du contre-projet;41; ; ; ;99; ; ;1;4;99999998;99999998;5;En faveur d'un changement dans la procédure de recrutement des juges;20; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;7;Je fais confiance aux auteurs de la loi COVID;203; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;6;5;4;7;4;8;5;7;7;9;6;6;2;6;7;7;6;7;4;2;3;2;3;1;2;2;2;3;8;2;3;1;2;2;3;2;8;8;8;1;1;2;8;8;3;3;3;1;1;3;1;4;2;8;3;1;2;7;1;2;10;5;2;0;0;2;0;3;0;0;0;0;4;3;4;6;3;7;2;6;2;2;8;5;1;1;2;1;2;52;3;99999998;33;21;2;2;51;3;13;1;2;0.077564584;0.125024739;0.088658535
10067;20211128.86418.212;1983;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;10;Selber betroffen;14; ; ; ;Chancen für die Pflege;27; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;98;Finde dieses Vorgehen sinnvoll;12; ; ; ;Klang einleuchtend;12; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Schutz meiner Familie;37; ; ;Gesundheit der Bevölkerung;37; ; ; ;99999998; ; ; ;99999998; ; ; ;8;9;4;9;98;10;8;5;7;7;10;6;5;10;10;10;0;10;5;8;1;1;1;1;1;1;1;1;1;8;4;2;2;8;1;1;2;4;3;1;1;2;1;1;4;4;4;1;8;3;1;1;1;4;8;4;1;8;4;0;5;8;0;0;9;0;9;10;7;0;0;2;9;7;5;7;0;98;1;10;2;1;8;1;1;2;1;1;2;32;3;99999998;32;21;8;2;32;3;7;3;2;1.109979501;1.210519496;1.222747698
10068;20211128.76416.212;1956;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;8; ;99; ; ; ;Problematik frühe Aussteiger soll untersucht und bekämpft werden (leider nur sehr wage formuliert);58; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Nur geeignete werden durch Fachgremium ausgewählt (kein strukturierten Interviews durch Politiker);23; ; ; ; ;91; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;kleine Rahmenbedingungen für Massnahmen bei Pandemien;23; ; ;Regelung für finanzielle Entschädigungen / Unterstützung für Betoffene von der Massnahmen;42; ; ; ;99999998; ; ; ;99999998; ; ; ;7;5;3;1;5;7;2;4;5;5;3;5;0;7;7;5;0;5;5;2;2;3;2;1;1;2;1;3;3;3;3;1;1;1;1;1;3;4;4;1;1;1;2;1;4;4;4;2;1;3;1;4;1;4;1;3;2;8;2;2;10;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;7;0;10;2;1;10;9;1;1;1;1;4;60;7;3;31;10;2;1;99999998;99999998;8;1;1;0.884521975;0.780779432;0.990019066
10069;20211128.75432.212;1962;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;8;weil die pflege dem allgemeinwohl dient;24; ; ; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;7; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;98; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;0;0;0;4;4;5;4;0;5;5;0;7;7;5;0;5;5;4;1;1;4;1;1;1;1;1;8;1;8;1;1;3;1;1;8;1;1;1;1;1;1;1;4;4;4;1;1;1;1;4;4;4;2;4;2;6;0;8;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;3;1;10;4;2;2;2;1;4;97;3;99999998;32;10;1;1;99999998;99999998;9;1;2;0.090867814;0.091104354;0.088773744
10074;20211128.80697.212;1955;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;9;Gerechte Entlöhnung Bessere Arbeitsbedingungen;55; ; ; ;Mehr Lernende ausbilden;26; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;7;Parteilosen  eine Chance ermöglichen Parteienfilz entgegenwirken;25; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Covid entgegenwirken Freiheit beibehalten;33; ; ;Bundesrat stützen;23; ; ; ;99999998; ; ; ;99999998; ; ; ;7;6;5;6;4;8;7;5;5;8;8;8;0;7;8;5;0;6;2;1;3;3;2;1;1;1;1;1;3;3;3;1;2;2;2;1;3;4;3;1;1;1;4;1;4;4;4;2;1;3;1;5;2;4;2;3;3;8;4;9;1;0;0;1;8;7;3;1;0;1;0;0;0;3;6;0;1;7;5;8;2;1;10;2;1;1;2;1;1;33;7;3;33;22;2;2;32;7;8;1;2;0.832263714;0.83443019;0.768811362
10075;20211128.78796.212;1989;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;4;1;8;99999998;99999998;7;Soutien au secteur;33; ; ; ;Permettre au nombreuses infirmières qui restent à la maison de trouver favantage de possibilités de revenir à la profession;58; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;1;99999998;7; ;99999998; ; ; ; ;99999998; ; ;Il ne me semble pas que ce soit un problème qu’un groupe majoritaire  (dans ce cas les juges) rencontrent;13; ; ;Se fier au tirage au sort ne me semble pas adéguat dans ce genre de situation;30; ; ;1;4;99999998;99999998;8;Appliquer le plus possible des mesures adéquates al la situation;21; ; ;Sortir de manière solidaire de la crise;32; ; ; ;99999998; ; ; ;99999998; ; ; ;9;7;5;2;98;6;7;4;6;2;9;8;98;8;6;98;2;7;6;2;5;5;4;1;3;1;1;1;3;8;3;1;3;8;3;3;2;4;1;1;3;2;3;2;3;8;3;2;1;3;1;5;3;3;3;4;2;0;6;0;9;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;4;0;9;2;1;8;4;1;1;2;1;6;52;8;3;33;10;8;2;52;3;9;1;1;0.484881214;0.485400271;0.502650763
10077;20211128.77508.212;1987;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;10;Arbeite selber im Gesundheitswesen;14; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;0; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;1;1;1;1;1;1;1;1;1;1;1;3;8;8;8;8;8;8;8;8;1;1;1;2;1;4;3;3;2;1;2;1;1;3;3;8;8;4;10;98;0;0;0;10;10;0;0;10;10;0;0;0;10;0;0;0;0;0;0;0;0;2;1;0;1;1;1;1;1;1;32;3;99999998;32;23;2;2;32;3;7;1;2;0.588311509;0.551066913;0.543458239
10079;20211128.78189.212;1955;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;10;migliorare le condizioni degli infermieri;52; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;2; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;8;perché la gente deve fermarsi é troppo irresponsabile;32; ; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ; ;10;10;7;5;4;8;8;5;5;3;8;10;0;8;8;5;0;8;5;4;3;3;3;1;1;1;1;1;2;3;3;2;3;2;3;2;2;3;3;1;1;3;2;1;3;2;3;8;8;8;8;8;8;8;3;2;2;3;10;10;5;1;3;0;0;0;5;0;0;0;0;1;5;1;1;0;2;8;0;3;3;1;10;16;1;1; ;2;99999998;32;7;3;98;10;1;1;99999998;99999998;1;3;1;0.090871298;0.098085849;0.094201479
10080;20211128.89302.212;1978;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;5; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;10;3;5;2;5;5;5;5;5;5;9;10;2;5;5;5;1;5;8;6;1;5;5;1;1;2;2;4;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;4;3;4;1;1;2;1;4;3;1;3;4;3;8;9;5;7;4;5;6;8;5;2;7;5;5;7;7;2;2;5;2;7;5;2;5;2;1;8;1;1;1;1;1;2;32;3;99999998;32;21;1;2;32;3;98;8;8;0.679136057;0.722139707;0.7121508
10083;20211128.82841.212;1996;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;5; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;3; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;7; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;5;5;7;8;6;7;6;8;8;9;0;8;9;8;2;8;2;3;8;2;3;8;1;1;2;3;8;8;4;8;8;8;8;8;8;8;8;1;1;8;2;1;1;3;2;2;8;8;1;6;2;8;8;4;1;2;5;5;2;2;0;2;6;0;4;0;7;1;0;6;4;6;4;6;2;0;6;1;2;1;8;16;1;1; ;2;99999998;32;3;99999998;33;10;1;1;99999998;99999998;3;2;1;0.815541594;0.524245403;0.559293504
10085;20211128.85919.212;1944;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;3;1;4;99999998;99999998;10;Braucht unbedingt mehr Personal!;53; ; ; ;Hoffe sie bekommen mehr Lohn;55; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;8; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;10;Vernunft;12; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;9;9;9;9;9;10;9;10;9;9;10;10;9;10;10;9;8;9;8;1;2;2;2;1;1;1;1;1;1;1;3;8;8;8;8;8;8;8;8;1;1;1;1;1;3;3;3;1;8;1;1;6;2;1;8;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;8;10;1;1;1;1;2;22;8;3;33;22;2;1;99999998;99999998;2;3;2;1.090579084;1.104560035;1.02120057
10087;20211128.84189.212;1939;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;4;1;3;99999998;99999998;4; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;2; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;6; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;8;5;5;3;6;8;8;4;6;5;6;8;0;6;6;6;1;8;5;3;3;2;2;2;3;1;2;1;2;3;3;1;1;3;2;2;2;1;1;1;1;2;8;2;4;3;4;3;1;3;1;6;4;2;4;4;3;2;4;3;4;2;0;1;4;0;0;0;4;0;0;0;4;3;3;0;2;5;1;6;3;1;9;4;1;1;2;1;2;32;8;8;99999998;98;99999998;1;99999998;99999998;2;2;1;0.333563151;0.333920224;0.345787313
10088;20211128.75822.212;1959;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;6;Verbesserung der Arbeitsbedingungen für Pflegende;52; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;2;99999998;99999998;3;Ich finde nicht, dass ein Richter einer bestimmten Partei angehören sollte/muss, sondern dass seine Qualitäten und Unabhängigkeit in erster Linie ausschlaggebend sein sollte;35;30; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;8;damit Bund und Kantone handlungsfähig bleiben in der Bewältigung der Pandemie, damit die finanziellen Unterstützungen weiterhin gesprochen werden;23;42; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;9;5;4;8;3;8;6;8;4;8;6;8;0;7;7;5;0;6;3;1;3;4;8;1;1;1;1;1;3;3;4;1;2;2;2;1;3;3;3;1;1;2;8;2;3;3;3;2;1;3;1;4;1;4;8;2;2;7;4;10;0;0;0;0;7;6;2;3;0;0;0;5;0;3;0;0;1;7;2;6;2;1;10;5;1;1; ;2;99999998;31;3;99999998;33;22;2;3;99999998;99999998;7;1;2;1.40891914;1.524346581;1.085218688
